"Product_Name","Reviewer_Names","Review_Date","Individual_Ratings","Review_Title","Text_Reviews"
"Acer Aspire 3 A315-24P-R7VH","Amazon Customer","August 3, 2019",4.2,"This is NOT a Budget Laptop!","This is the best laptop deal you can get, full stop.Touchescreen? Nope. That feature is stupid in a laptop, in my view. As you use the keyboard, incidental touche s of the screen change focus or move to different screens--touchscreen is a gimmick and sucks.The screen on this laptop is worth the price by itself. Gorgeous, black is actually black, it rivals my AOC gaming desktop monitor.The Ryzen chip inside can be overclosked if you feel like it, but it is not needed. It is plenty fast for a laptop.This is set up to add memory and a hard drive. Do so. I spent an additional $50 to add a 1tb drive and an 8gig memory stick.  In so doing, I have the same specs as a $700 consumer laptop.Gaming? I stream from my desktop, it's perfect. It won't run any modern games at more than low settings (if that) but you don't need to run them onboard if you have a gaming machine. DO NOT BUY THIS TO PLAY GAMES ONBOARD. Stream via Steam, it's perfect.Buy this for $300, spend an additional $50 or $100 on memory and storage, and sit back and realize that you got a premier laptop for 1/3 the money people are spending on nothing.Build quality is bomber. Eveything is solid, no rattles, no warps. Others have ripped on the touchpad--can't tell the difference between this and any other laptop touchpad. It isn't loose, responds as usual, no problem.The screen is GORGEOUS and much better than laptops at twice or three times the price.I actually like the compressed number pad on the right. If you aren't doing a lot of 10-key stuff, it's what you need.The keyboard backlight stays on while you're typing, shuts off when you aren't. Perfectly configured.This boots in about 15 seconds.It has some heft, but is still very light. Hard to describe, but you can carry this all day in your backpack and not even know it is there. The power brick is about the size of a Toblerone tube. I plan on buying an extra to travel with.This will work as a consumer laptop as is, like I said, but add some memory and a hard drive and you are CRUSHING.I can't sing the praises of this enough.Buy this, add a drive and a memory stick and you get a premier laptop for less than $400. And you get a better screen, too. And anyone can do that, it isn't tough at all. If you can turn a screwdriver, you can update this machine.Make sure to go in and turn S mode off. First, activate Windows, then go to the store and turn off S mode.This is much better than what other companies are offering as a budget laptop."
"Acer Aspire 3 A315-24P-R7VH","thomas","July 30, 2023",4.4,"Basic use, 4 GB ram is not enough, makes a good Linux VPN share laptop.","I bought two of these laptops in the summer of 2020 for $299 and $310. The first thing I did was pull the stock memory and storage. I added 16 GB ram and put in 1 tb drives. I installed  Xubuntu Linux, later installed Debian Linux “bookworm” Release. with no driver issues. I added a USB 1 GB Ethernet adapter/hub combo to the 1 USB 3.1 port. This Laptop has a good screen and I like its lighted keyboard. Its Ryzen 3 3200U processor isn't fast, but its fast enough for my needs. I only use this laptop as a VPN internet share laptop for my work at home 2nd local area network. I could use an VPN router for this, but would get much slower internet speeds.  Using the laptop as an VPN share device I always get good internet speeds.  The second laptop I have as a backup, if the Linux OS gets a bad update and fails. It has happened 3 or 4 times where I had to use the backup laptop.  Minimal downtime that way. Always good to have a backup.The only thing I don't like about the laptop is that every so often I will get a blinking battery warning light. When that happens I unplug the ac power to the laptop and let the battery run down to 15%, then plug in the ac power to the laptop and good to go. No more warning light. I pull the bottom cover off once a year to clean the laptop and make sure the battery isn't showing signs of swelling. So far so good.  If that happened I would probably just pull the battery and run the laptop without a battery.  These laptops have been a good value for what I use them for. The laptop performs well running Linux, I would not be running windows on the laptop. I think its processor might be to slow for that. In its stock configuration 4 GB of ram would be a bad day for windows."
"Acer Aspire 3 A315-24P-R7VH","David Fisher","November 20, 2024",4.5,NA,"This isn't a gaming computer, but if you're just using it to do your taxes or email, reports or word doc's, its a great machine. It has more memory than you will ever use for these purposes. But it is inexpensive and doesn't have the great video and sound cards that you need for gaming. Its a decent personal computer. Would recommend."
"Acer Aspire 3 A315-24P-R7VH","Bob Reviews","April 26, 2024",4.7,NA,"Arrived on time. Computer takes a few minutes to set up, but they all do. Works find & is fast. Only thing & this is my fault for not doing enough research, it has a 15"" screen which for me is a little small. I would have no problem buying this brand again just I would look for a larger screen. Nice computer!"
"Acer Aspire 3 A315-24P-R7VH","Wolfgang kron","September 21, 2023",4.5,NA,"Tiene un rendimiento muy muy bueno, no se ha trabado para absolutamente nada, ahora quien se ha quedado lento es mi internet jaja, su calidad en todo sentido es excelente, lo que no me agrada del todo es su cargador, pero, sin duda es lo mejor para el precio, sobretodo aquí en México que para ese precio te ofrecen laptops con calidad horrible, de verdad que la volvería a encargar de nuevo, no se calienta, estéticamente es preciosa, su procesador es de lo mejores, la memoria sí que no es grande pero a la vez siento que está bien para que el procesador pueda rendir de la mejor manera, igual ya existen los discos duros, así que no hay pierde, si quieren algo de excelente calidad, estéticamente precioso y con un precio bajo, es la mejor opción ya que cuenta con prácticamente todo lo necesario casi para hacer cualquier cosa, no tuve tampoco ningún problema con el envío ni nada, la trajeron de Estados Unidos a México y todo muy bien (dato: la cámara también está preciosa cuando hay buena iluminación y el audio es muy bueno, no muy alto pero sí mucho mejor que el de mi laptop pasada sin duda)."
"Acer Aspire 3 A315-24P-R7VH","Derrick Kilfoy","November 12, 2024",4.4,NA,"working well"
"Acer Aspire 3 A315-24P-R7VH","Jos SR","May 24, 2024",4.7,NA,"👍🏻The device is great"
"Acer Aspire 3 A315-24P-R7VH","stuart shaw",NA,4.4,NA,NA
"Acer Aspire 3 A315-24P-R7VH","maha",NA,4.4,NA,NA
"Acer Aspire 3 A315-24P-R7VH",NA,NA,5,NA,NA
"Acer Aspire 3 A315-24P-R7VH",NA,NA,5,NA,NA
"Acer Aspire 3 A315-24P-R7VH",NA,NA,5,NA,NA
"Acer Aspire 3 A315-24P-R7VH",NA,NA,5,NA,NA
"Acer Aspire 3 A315-24P-R7VH",NA,NA,5,NA,NA
"Acer Aspire 3 A315-24P-R7VH",NA,NA,4,NA,NA
"Acer Aspire 3 A315-24P-R7VH",NA,NA,5,NA,NA
"Acer Aspire 3 A315-24P-R7VH",NA,NA,5,NA,NA
"Acer Aspire 3 A315-24P-R7VH",NA,NA,5,NA,NA
"Acer Aspire 3 A315-24P-R7VH",NA,NA,5,NA,NA
"ASUS 2024 Vivobook Go","","April 29, 2024",4.1,"As a music player, it’s perfect","I used to have E210A when I was in London in 2021. One drawback of that old E210A was that it only had 64GB storage. There was not much space left after Windows upgrades and installations of apps. This 2024 model with a larger storage of 128GB has completely resolved the problem. When I saw it on Amazon, I immediately ordered one without hesitation.Sure it is slow, not a good tool for any complicated work. However, for me it is a perfect music player. It’s very cheap in price, small in size, light in weight, fanless, and with a respectable battery life. I installed a 2TB SSD and put all my music files on it. I then connected it with my Benchmark DAC3 HGC and active speakers. Running foobar2000 I am in the music heaven. I can also use it to listen to internet radios, Spotify, Apple Classical Music, and so on. It’s just BRAVO!And, hey, it still does well on basics like internet browsing and youtube videos. By paying such a small amount of money, I am completely satisfied.PS. For web browsing, use Edge instead of Chrome. Edge is faster and less demanding on ram tha Chrome in this low-end laptop."
"ASUS 2024 Vivobook Go","Amazon Customer","May 17, 2024",4.1,"Not good for games","Excellent device Microsoft 365 and all that took a while to download everything but does what I need we'll now that it's all downloaded external hard drive recommended cause base programs eat the memory quick and at 3 g ram doesn't play games well so xbox app pre install is a bust"
"ASUS 2024 Vivobook Go","CT","August 26, 2024",4.4,"Terrific PC for the money.","Very inexpensive PC but with lots of features and capabilities for the money.  I wanted a compact PC to replace obsolete Surface Pro2, and this fits the bill.  More I/O ports than in product description including audio and HDMI.  Comes with Windows11. One negative is that it comes with Windows S-mode.  This blocks installing apps that Microsoft hasn't ""blessed"", and they push their own apps.  A REAL NUISANCE!  Shutting it off was a bit of a hassle, but figured out how to do it.  Then got computer set-up the way I wanted it.  S-mode is a Microsoft issue, not an ASUS issue, so can't really blame computer for this."
"ASUS 2024 Vivobook Go","B7ack7otus","September 13, 2024",4.7,"Great 11.6"" laptop, Asus quality","First: it doesn't come with the shown SD card reader. Bummer, but it also wasn't in the description so... This is a great little laptop, easy to carry around, easy to use, and quick enough for standard usage. I can understand if it isn't powerful enough for hard gaming, but at it's price, nothing is. I love the portability, the fact it runs Windows 11, comes with 1 year of 365, and 128gb. This Vivobook feels like a larger computer and the keys have a normal travel length (unlike some other small and or cheap ones). Would highly recommend if you need a inexpensive computer that does everything a standard user asks of it. Better than buying a refurbished 8 year old technology one."
"ASUS 2024 Vivobook Go","JDC","May 14, 2024",4.5,"SLOW and S-mode is horrible. 2 day old Computer locks up","The media could not be loaded.
                
            
                
            
            
        
    
    
Update. My 11 year old daughter used it for a couple hours and played Roblox. She said she couldn't hardly play it's so laggy and then went to YouTube on the browser. After 5 minutes the screen message sorry something went wrong popped up and the computer rebooted by itself.Save you precious time and stay away from this one.This one is being returned.I guess if you just wanted to use this to browse the internet using the default browser for Microsoft then you would be okay as a retiree who has extra time on your hands. I spent hours last night setting up parameters with I was expected on buying a new machine but for some reason this Microsoft computer came up with its own generated email which oddly related to the business I work for but had no connections with that email but it processed and was working. One of the first things I try to use the computer for was printing a document and with the Microsoft S Mode it would not allow me to download the driver for my printer. It came up with some purchasing options for drivers that might work so I attempted to turn S Mode off and the computer was freezing up while I was opening the browsers to search how to do this and then when I attempted to turn it off the screen would just flash and the dialog box that supposed to come up and say it's turned off flash on and then turn right off and you couldn't even see what it read. It would not turn the S Mode off so because of all these issues I chose to spend the time and restore the computer back to New and start all over. Doing that brought me back to reinstalling my actual email for Microsoft and was able to bring the computer up the way it should have in the first place but also I was able to manipulate my way into finding where to turn the S Mode off and this time it allowed it to turn off. It notes Once you turn estimate off you can't turn it back on. But I would assume you just restore the computer and that's how you would get it back if you really wanted that horrible program that locked you into only using Microsoft software. I downloaded Chrome and the system wasn't too happy with that at first so I had to close the program and open it back up a couple of times and then it started working fine. As you can see in the video I was attempting to go through already installed applications and you would watch the page be blank and then slowly populate. I downloaded Roblox and that took approximately 7 minutes while the screen stayed frozen and the timer showed it was barely downloading and all of a sudden it popped up saying downloaded and would you like to open the app. Overall I would send this back if I wasn't going to get charged a restocking fee but technically there's nothing wrong with the computer it's just a entry level product that knowing spending under $200 for you might be getting into. I hope this helped out if you're thinking it was going to be a faster more 2024 year-like computer but you'll end up expecting a computer that feels like the old one you got rid of that has a few viruses on it causing it to be laggy."
"ASUS 2024 Vivobook Go","Bjorn","August 21, 2024",4.2,"Great for Keeping Teens Engaged and Perfect for Virtual Learning","We got the ASUS 2024 Vivobook Go 11.6” HD Laptop for our highschooler, and it was a fantastic choice. It kept them engaged throughout the summer, whether they were browsing, streaming, or working on school projects. The compact size and reliable performance made it easy to use on the go.Additionally, it was perfect for virtual driving school over Zoom. The laptop handled video calls smoothly, and the screen size was just right for focusing on the lessons. Overall, this laptop has been a great tool for both entertainment and education.Highly recommended for students who need a dependable, portable device!This review highlights how well the laptop served both recreational and educational purposes, making it a great fit for students."
"ASUS 2024 Vivobook Go","Frank","June 16, 2024",4.1,NA,"Para uso escolar está excelente, muy buena"
"ASUS 2024 Vivobook Go","Drallam","June 3, 2024",4.1,NA,"Das Ladegerät von Asus hat keinen Adapter zum Einstecken in die Steckdose. Ich finde zugleich unprofessionell und unhöflich.Ebenfalls dauerte die Lieferung lange."
"ASUS 2024 Vivobook Go","Otolaza","December 27, 2022",4.2,NA,"Llegó antes del tiempo estipulado, el producto es lo que se anuncia, tal vez ponerle material de embalaje para que no se mueva mucho la caja pero todo bien!"
"ASUS 2024 Vivobook Go","Ramona","June 15, 2022",4.3,NA,"Buena y básica"
"ASUS 2024 Vivobook Go","Cliente de Amazon","December 22, 2022",4.5,NA,"The media could not be loaded.
                
            
                
            
        
    
    
Es rápida, solo la uso para office y videos... Es mediana, casi no  pesa... Funciona bien.... La batería le dura varias horas"
"ASUS 2024 Vivobook Go","Eduardo Vite Ramirez",NA,4.4,NA,NA
"ASUS 2024 Vivobook Go","Dulce Ariadna Ávila Martínez",NA,4.1,NA,NA
"ASUS 2024 Vivobook Go",NA,NA,4.1,NA,NA
"ASUS 2024 Vivobook Go",NA,NA,4.1,NA,NA
"ASUS 2024 Vivobook Go",NA,NA,5,NA,NA
"ASUS 2024 Vivobook Go",NA,NA,1,NA,NA
"ASUS 2024 Vivobook Go",NA,NA,5,NA,NA
"ASUS 2024 Vivobook Go",NA,NA,5,NA,NA
"ASUS 2024 Vivobook Go",NA,NA,5,NA,NA
"ASUS Chromebook CX1 14""","","February 13, 2023",4.1,"BEST Bang for buck for Chromebook","I got the 15 inch, i needed this mostly for a good laptop, long battery life, USB C Charging, and price. I looked at several ""higher"" contenders, but for the 8g RAM, 64gb HD plus SD Card slot, battery life, size, and quality, you're not going to find a better sub- $300 chromebook. All others that compare are closer to $600-1000.Battery life isn't quite 11 hours with the most recent updates, more like 6-8. I use this primarily for online EHR for the facility I work for, and it's great. While some may not like the screen with more advanced (read as >$750 models), it is also a little blah appearing screen BECAUSE of the anti-glare. This means I can chart and do notes outside without sacrificing efficiency. Overall, the only ""missing"" thing is a touch screen. My main laptop is a Surface Pro 7, so I'm not really missing this. This is a fantastic true ""lap"" top.Unlike others, I have used other Chromebooks. This is superior for the PRICE."
"ASUS Chromebook CX1 14""","Amazon Customer","July 24, 2023",4.2,"won't turn on","i bought this in feb. and it stopped working in june. (guarantee  up April ) i get a message to put in a recovery stick. there is no recovery stick with it so you have to make your own. first you need a computer with microsoft on it. if i had that i wouldn't have needed to buy a chromebook. what a waste. it is cheaper to buy a new one than repair at computer store. won't buy asus again though. BTW, i am typing this on my old (very old) acer c720 which works great, just cannot be up graded to work with my bank."
"ASUS Chromebook CX1 14""","D. Blair","August 11, 2022",4.1,"Large display, but Color and Speakers just ok","I love my new laptop, but the colors displayed on screen are just ok...not very vibrant, average for my own use, and can be fixed a bit tilting the screen at a better angle. I was online shopping and some of the clothing looked very light and images were not very saturated...I wouldn't recommend this for anyone using this laptop for design etc. Good for basic home use, work use, student use.  Beautiful background themes to choose from, excellent Google product use, and I easily installed a wireless bluetooth mouse. The screen is nice and large, especially at this price point of around $200. I bought this on Prime Day and I'm happy with my purchase. I can run Google with many tabs open without any problem. I do wish the speakers were a bit better. I listen to music on my phone or Alexa instead because the speakers are small and located in an odd place....right on the front outer rim of the laptop on either side of where it opens. I used it to watch a movie on my bed and had the volume at max and still had a little trouble hearing everything. The bedding also sometimes blocked the speakers because of their location. Basic volume on regular Zoom meetings, YouTube etc. would be fine. I recommend this laptop for normal basic use...it works fast, beautifully designed and has lots of ports which is very convenient. Another thing I wanted to mention is that it wouldn't turn on at first even after charging for hours. I had googled many troubleshooting ideas and nothing seemed to work. Finally after cursing it and almost giving up, it magically made a ""bling"" sound and came on. Make sure to charge it from a wall outlet; not an extension cord or power strip. I think it was still in shipping mode, so I had to google what keys to hold down to make it boot up for the first time. There are just those few things, otherwise I love the laptop for my needs, and would recommend Asus products. Touchpad is very quick and responsive. It is not a touch screen monitor...I'm thinking people are confusing touch screen with touch pad. Keyboard is comfortable and battery has been long-running."
"ASUS Chromebook CX1 14""","Ginny","March 7, 2024",4.3,"Great value","Light, and compact. Would buy this again"
"ASUS Chromebook CX1 14""","Erin Blair S","October 20, 2024",3.8,"Bluetooth does not pair with Logitech mouse.","Bluetooth does not pair with Logitech mouse. No Touchscreen to enable, does not work. Nothing mentioned on site. Only Touchpad is operable, no good for Excel. Very displeased with his model. Only able to use Touchpad not mouse. Difficult to use."
"ASUS Chromebook CX1 14""","Kathryn Weldon","May 2, 2024",4.2,"Didn’t make it 2 years","We used this device for YouTube, google docs, kids’ school and email. It did what we needed it to for a great price. It came with a junky charging cord that needed to be replaced right away, but that was still under warranty. I purchased it in July ‘22 and now March ‘24 it died. It was inconvenient to wait for a new charging cord and 2 different batteries as I tried to trouble shoot it. Nothing has worked to power it on, and I am not paying asus to fix it as their warranty was less than a year."
"ASUS Chromebook CX1 14""","Christopher P.","April 23, 2024",4.3,"Very secure.","Asus makes superior products. Very high quality laptop."
"ASUS Chromebook CX1 14""","franny12","August 4, 2023",4,"Love it!","It took me a few minutes to get used to it because it has a different material then my HP Chromebook. It's also big which is what I wanted. The keyboard is carpal tunnel friendly you have plenty of room to rest your hands when you use the home keys and type. Good chromebook"
"ASUS Chromebook CX1 14""","John W. Beyer","April 2, 2023",4.1,NA,"like it, less updates, but too big too heavy. less apps. overall is good."
"ASUS Chromebook CX1 14""","EDZ COLLECTIONS ",NA,4.1,NA,NA
"ASUS Chromebook CX1 14""","leslie k.",NA,5,NA,NA
"ASUS Chromebook CX1 14""",NA,NA,5,NA,NA
"ASUS Chromebook CX1 14""",NA,NA,5,NA,NA
"ASUS Chromebook CX1 14""",NA,NA,5,NA,NA
"ASUS Chromebook CX1 14""",NA,NA,4,NA,NA
"ASUS Chromebook CX1 14""",NA,NA,5,NA,NA
"ASUS Chromebook CX1 14""",NA,NA,1,NA,NA
"ASUS Chromebook CX1 14""",NA,NA,3,NA,NA
"ASUS Chromebook CX1 14""",NA,NA,5,NA,NA
"ASUS Chromebook CX1 14""",NA,NA,5,NA,NA
"HP Portable Laptop Student","","July 25, 2024",4.1,"Pretty Good","Definitely a slower processor, but is good for the price. Great for students, and if you want to make some room maybe for a basic game or more RAM just remember they preinstall A LOT of apps. Just go to the list in settings and remove which ones you won’t use. Great Performance for needs, I love the compact size, durability I mean it is a laptop so a few drops are okay but still be careful. Good comfort level. Fits in my lap easy and light. Only issue for me is fingerprints show EVERYWHERE. Even if your hands are clean just the oil from your skin. Easy to wipe off it is just a pet peeve of mine"
"HP Portable Laptop Student","Amazon Customer","November 9, 2024",4,"Love my new laptop!","I received it for Christmas and I love the color, screen, its functions, and speed. It connected fine with our WiFi."
"HP Portable Laptop Student","Marisa","August 9, 2024",4.5,"Pretty good, But with a few problems.","To be honest, its not  the best laptop for 250$,But not terrible either. Memory is good for most things, like work, but not for gaming. Great work computer. But not great gaming pc. It looks pretty cool, but it gets warm and has a bad cpu. Not for gaming, but if optimized it can run minecraft at 60 to 150 fps which I count as a win very light, Not fast, decent solid color, but you can probably get a better one."
"HP Portable Laptop Student","Klab51163","August 6, 2024",4,"HP does not honor warranty","I thought this was just the right PC for us. We don't need much, web browsing, some gaming, some MS Office work. Yesterday I saw that the laptop OS needed update so started it. Noticed it was taking some time so I just let it do its thing all day. Went to turn the laptop back on that evening, and got a flash from the monitor but nothing else. I knew it wasn't a power issue because the separate mouse (not included) was lit, indicating it was connected. Tried everything I could think of then went to HP website. HP tells me there's 15 days left on the warranty (""whew!"") and gave me repair options (phone, chat, local warranty provider [Best Buy]). I chose to go to Best Buy. They worked on the laptop for about 25 minutes, and while I can't tell exactly what was done, I do know it was a series of keystrokes and a flash drive. Geek Squad hands the laptop back to me and tells me it's a hardware issue and not worth the cost of repair. I take the laptop back home and get in a chat with technical support. They have me do what appears to be the same steps Geek Squad did. Then they tell me I need an empty flash drive to reset/reinstall the BIOS. Now I'm not really that tech savvy, but I know enough to tell the technician that all the steps that they have had me do I already had done by Geek Squad, their authorized repair center. Tech tells me that without doing that last step with the empty flash drive they cannot determine that it is truly a hardware issue (really??!) and that they won't be able to give me a repair/replacement if I don't take that last step.Sorry, HP, but you cannot convince me that the cost of a replacement laptop is worth more than the bad taste in my mouth, and my withering review (not only on Amazon, but to anyone who asks) of your inability to honor your very limited warranty. I can't imagine why you wouldn't send a replacement of a low-end laptop just to keep positive goodwill towards your customers. And it's why I strongly suggest anyone reading this review to search for a different unit."
"HP Portable Laptop Student","Lillian ","October 26, 2024",4.1,"Update is slow computer is fine","Made the purchase to learn coding and start online college and based off plugging it in and sitting at the library my experience is that is will be entirely too slow to be able to handle anything I need it to. For something refurbished it is of excellent quality not a single scratch on the device all the keys work. I sure hope this thing isn’t a dud like all the other one star reviews say that this thing crashes and burns after 9 m to 1 year. If so this computer shouldn’t even be marketed. Downloaded python app fairly easily so I have high hopes."
"HP Portable Laptop Student","Jenny Barker","October 31, 2024",4.6,"GOOD PRODUCT, GOOD PRICE!","I ordered this laptop for teaching and zoom meetings. It is light and portable. So easy to find what I need with Amazon!"
"HP Portable Laptop Student","Daniel","November 11, 2024",4.2,"really great buy","it's exactly what you need. battery life is godod, storage was good, it's compatiable with most of the programs i needed for school,  adobe, and dialer. its been a year and it still working properly. only thing i wish i had is an extra charger,"
